Accession	GenBank_RefSeq	Organism_Name	Species	Genotype	Isolate	GenBank_Title	Length	Nuc_Completeness	Geo_Location	Country	Host	Tissue_Specimen_Source	Submitters	Publications	Collection_Date	Release_Date	Molecule_type
LC368970	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1167	Human papillomavirus type 16 K1167 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368971	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1175	Human papillomavirus type 16 K1175 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368972	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1203	Human papillomavirus type 16 K1203 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368973	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1312	Human papillomavirus type 16 K1312 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368974	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK009	Human papillomavirus type 16 TK009 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368975	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK042	Human papillomavirus type 16 TK042 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368976	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1233	Human papillomavirus type 16 K1233 genomic DNA, complete genome	7968	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368977	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK053	Human papillomavirus type 16 TK053 genomic DNA, complete genome	7906	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368978	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK060	Human papillomavirus type 16 TK060 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368979	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK068	Human papillomavirus type 16 TK068 genomic DNA, complete genome	7907	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368980	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1608	Human papillomavirus type 16 K1608 genomic DNA, complete genome	7906	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368981	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1888	Human papillomavirus type 16 K1888 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368982	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		SW018	Human papillomavirus type 16 SW018 genomic DNA, complete genome	7884	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368983	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1099	Human papillomavirus type 16 K1099 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368984	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1183	Human papillomavirus type 16 K1183 genomic DNA, complete genome	7971	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368985	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1227	Human papillomavirus type 16 K1227 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368986	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK033	Human papillomavirus type 16 TK033 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368987	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1240	Human papillomavirus type 16 K1240 genomic DNA, complete genome	7904	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368988	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K1275	Human papillomavirus type 16 K1275 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368989	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK006	Human papillomavirus type 16 TK006 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368990	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK012	Human papillomavirus type 16 TK012 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368991	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK078	Human papillomavirus type 16 TK078 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368992	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK081	Human papillomavirus type 16 TK081 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368993	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK050	Human papillomavirus type 16 TK050 genomic DNA, complete genome	7908	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368994	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK121	Human papillomavirus type 16 TK121 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368995	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK133	Human papillomavirus type 16 TK133 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368996	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK138	Human papillomavirus type 16 TK138 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
LC368997	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK111	Human papillomavirus type 16 TK111 genomic DNA, complete genome	7905	complete					Hirose,Y., Onuki,M., Tenjimbayashi,Y., Mori,S., Ishii,Y., Takeuchi,T., Tasaka,N., Satoh,T., Morisada,T., Iwata,T., Miyamoto,S., Matsumoto,K., Sekizawa,A., Kukimoto,I.	1		2018-03-21	dsDNA
KX947269	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Achham_1	Human papillomavirus type 16 isolate Achham_1, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947270	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Achham_4	Human papillomavirus type 16 isolate Achham_4, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947271	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_8	Human papillomavirus type 16 isolate Jhapa_8, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947272	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Accham_5	Human papillomavirus type 16 isolate Accham_5, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947273	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_9	Human papillomavirus type 16 isolate Jhapa_9, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947274	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa3	Human papillomavirus type 16 isolate Jhapa3, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947275	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_7	Human papillomavirus type 16 isolate Jhapa_7, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947276	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_1	Human papillomavirus type 16 isolate Jhapa_1, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947277	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_6	Human papillomavirus type 16 isolate Jhapa_6, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947278	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_10	Human papillomavirus type 16 isolate Jhapa_10, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947279	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_2	Human papillomavirus type 16 isolate Jhapa_2, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947280	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_5	Human papillomavirus type 16 isolate Jhapa_5, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947281	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_12	Human papillomavirus type 16 isolate Jhapa_12, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947282	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_4	Human papillomavirus type 16 isolate Jhapa_4, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947283	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Jhapa_11	Human papillomavirus type 16 isolate Jhapa_11, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947284	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Achham_2	Human papillomavirus type 16 isolate Achham_2, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KX947285	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Achham_3	Human papillomavirus type 16 isolate Achham_3, complete genome	7906	complete	Nepal	Nepal	Homo sapiens	cervix	Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.	1	2014	2017-10-10	dsDNA
KY549156	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1042900NP	Human papillomavirus type 16 isolate 1042900NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549157	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1054713NP	Human papillomavirus type 16 isolate 1054713NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549158	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1054802NP	Human papillomavirus type 16 isolate 1054802NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549159	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1058255NP	Human papillomavirus type 16 isolate 1058255NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549160	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1058629R1PR2FAIL	Human papillomavirus type 16 isolate 1058629R1PR2FAIL, complete genome	7910	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549161	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1061574NP	Human papillomavirus type 16 isolate 1061574NP, complete genome	7906	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549162	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1062372NP	Human papillomavirus type 16 isolate 1062372NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549163	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1062503R1PR3FAIL	Human papillomavirus type 16 isolate 1062503R1PR3FAIL, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549164	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1068731NP	Human papillomavirus type 16 isolate 1068731NP, complete genome	7910	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549165	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1072711R1PR2FAIL	Human papillomavirus type 16 isolate 1072711R1PR2FAIL, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549166	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1077670NP	Human papillomavirus type 16 isolate 1077670NP, complete genome	7973	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549167	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1085558R1PR2FAIL	Human papillomavirus type 16 isolate 1085558R1PR2FAIL, complete genome	7909	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549168	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1090845NP	Human papillomavirus type 16 isolate 1090845NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549169	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1116763NP	Human papillomavirus type 16 isolate 1116763NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549170	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1126083NP	Human papillomavirus type 16 isolate 1126083NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549171	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1127291NP	Human papillomavirus type 16 isolate 1127291NP, complete genome	7908	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549172	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1130420NP	Human papillomavirus type 16 isolate 1130420NP, complete genome	7907	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549173	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1138711R1PR2FAIL	Human papillomavirus type 16 isolate 1138711R1PR2FAIL, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549174	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1153831NP	Human papillomavirus type 16 isolate 1153831NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549175	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1154073R1PR2FAIL	Human papillomavirus type 16 isolate 1154073R1PR2FAIL, complete genome	7906	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549176	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1158519NP	Human papillomavirus type 16 isolate 1158519NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549177	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1161111R1PR2FAIL	Human papillomavirus type 16 isolate 1161111R1PR2FAIL, complete genome	7906	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549178	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1170018R1PR2FAIL	Human papillomavirus type 16 isolate 1170018R1PR2FAIL, complete genome	7906	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549179	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1175905NP	Human papillomavirus type 16 isolate 1175905NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549180	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1176093NP	Human papillomavirus type 16 isolate 1176093NP, complete genome	7906	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549181	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1176301NP	Human papillomavirus type 16 isolate 1176301NP, complete genome	7905	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549182	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1176700NP	Human papillomavirus type 16 isolate 1176700NP, complete genome	7906	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549183	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1189035NP	Human papillomavirus type 16 isolate 1189035NP, complete genome	7907	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549184	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1192121R1PR2FAIL	Human papillomavirus type 16 isolate 1192121R1PR2FAIL, complete genome	7907	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
KY549185	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		1192224R1PR2FAIL	Human papillomavirus type 16 isolate 1192224R1PR2FAIL, complete genome	7907	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-07-11	dsDNA
