Accession	GenBank_RefSeq	Organism_Name	Species	Genotype	Isolate	GenBank_Title	Length	Nuc_Completeness	Geo_Location	Country	Host	Tissue_Specimen_Source	Submitters	Publications	Collection_Date	Release_Date	Molecule_type
KU298886	GenBank	human papillomavirus 18	Alphapapillomavirus 7		83A.18	Human papillomavirus 18 isolate 83A.18, complete genome	7857	complete	Brazil	Brazil	Homo sapiens	cervix	Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.	1		2016-04-14	dsDNA
KC470208	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv29226	Human papillomavirus type 18 isolate Qv29226, complete genome	7857	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470209	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv12247	Human papillomavirus type 18 isolate Qv12247, complete genome	7857	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470210	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv32981	Human papillomavirus type 18 isolate Qv32981, complete genome	7857	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470211	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv28978	Human papillomavirus type 18 isolate Qv28978, complete genome	7857	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470212	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv26861	Human papillomavirus type 18 isolate Qv26861, complete genome	7857	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470213	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Z135	Human papillomavirus type 18 isolate Z135, complete genome	7857	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470214	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Z52	Human papillomavirus type 18 isolate Z52, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470215	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Z63	Human papillomavirus type 18 isolate Z63, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470216	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Z53	Human papillomavirus type 18 isolate Z53, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470217	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Rw750	Human papillomavirus type 18 isolate Rw750, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470218	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Rw687	Human papillomavirus type 18 isolate Rw687, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470219	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Rw57	Human papillomavirus type 18 isolate Rw57, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470220	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Rw830	Human papillomavirus type 18 isolate Rw830, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470221	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv28775	Human papillomavirus type 18 isolate Qv28775, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470222	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Z100	Human papillomavirus type 18 isolate Z100, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470223	GenBank	human papillomavirus 18	Alphapapillomavirus 7		BF309	Human papillomavirus type 18 isolate BF309, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470224	GenBank	human papillomavirus 18	Alphapapillomavirus 7		BF288	Human papillomavirus type 18 isolate BF288, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470225	GenBank	human papillomavirus 18	Alphapapillomavirus 7		BF172	Human papillomavirus type 18 isolate BF172, complete genome	7824	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470226	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Z125	Human papillomavirus type 18 isolate Z125, complete genome	7844	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470227	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv12693	Human papillomavirus type 18 isolate Qv12693, complete genome	7844	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470228	GenBank	human papillomavirus 18	Alphapapillomavirus 7		BF380	Human papillomavirus type 18 isolate BF380, complete genome	7844	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470229	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv39775	Human papillomavirus type 18 isolate Qv39775, complete genome	7837	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
KC470230	GenBank	human papillomavirus 18	Alphapapillomavirus 7		BF226	Human papillomavirus type 18 isolate BF226, complete genome	7837	complete			Homo sapiens		Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Anastos,K., Segondy,M., Sahasrabuddhe,V.V., Gravitt,P.E., Hsing,A.W., Burk,R.D., Burk,R.	1		2013-09-08	dsDNA
GQ180784	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU8	Human papillomavirus type 18 isolate CU8, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180785	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU9	Human papillomavirus type 18 isolate CU9, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180786	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU10	Human papillomavirus type 18 isolate CU10, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180787	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU11	Human papillomavirus type 18 isolate CU11, complete genome	7844	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180788	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU12	Human papillomavirus type 18 isolate CU12, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180789	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU13	Human papillomavirus type 18 isolate CU13, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180790	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU14	Human papillomavirus type 18 isolate CU14, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180791	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU15	Human papillomavirus type 18 isolate CU15, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
GQ180792	GenBank	human papillomavirus 18	Alphapapillomavirus 7		CU16	Human papillomavirus type 18 isolate CU16, complete genome	7857	complete	Thailand	Thailand	Homo sapiens		Lurchachaiwong,W., Junyangdikul,P., Termrungruanglert,W., Payungporn,S., Sampatanukul,P., Tresukosol,D., Niruthisard,S., Trivijitsilp,P., Karalak,A., Swangvaree,S., Poovorawan,Y.	1	2008	2010-02-08	dsDNA
EF202143	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv03132	Human papillomavirus type 18 isolate Qv03132, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202144	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv16302	Human papillomavirus type 18 isolate Qv16302, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202145	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv17052	Human papillomavirus type 18 isolate Qv17052, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202146	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv16306	Human papillomavirus type 18 isolate Qv16306, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202147	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv15586	Human papillomavirus type 18 isolate Qv15586, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202148	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv21751	Human papillomavirus type 18 isolate Qv21751, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202149	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv15957	Human papillomavirus type 18 isolate Qv15957, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202150	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv17955	Human papillomavirus type 18 isolate Qv17955, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202151	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv02876	Human papillomavirus type 18 isolate Qv02876, complete genome	7857	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202152	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv17199	Human papillomavirus type 18 isolate Qv17199, complete genome	7844	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202153	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv21444	Human papillomavirus type 18 isolate Qv21444, complete genome	7824	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202154	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv03814	Human papillomavirus type 18 isolate Qv03814, complete genome	7824	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
EF202155	GenBank	human papillomavirus 18	Alphapapillomavirus 7		Qv04924	Human papillomavirus type 18 isolate Qv04924, complete genome	7824	complete					Chen,Z., DeSalle,R., Schiffman,M., Herrero,R., Burk,R.D.	1		2007-12-27	dsDNA
AY262282	GenBank	human papillomavirus 18	Alphapapillomavirus 7			Human papillomavirus type 18 complete sequence	7857	complete					Narechania,A., Chen,Z., DeSalle,R., Burk,R.D.	1		2003-04-28	dsDNA
